date,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,ticker,treasury_shares_number,current_capital_lease_obligation,other_current_borrowings,commercial_paper,non_current_deferred_assets,non_current_deferred_taxes_assets,other_investments,investmentin_financial_assets,available_for_sale_securities,other_receivables,minority_interest,preferred_stock,derivative_product_liabilities,construction_in_progress,prepaid_assets,treasury_stock,additional_paid_in_capital,current_accrued_expenses,inventories_adjustments_allowances,other_inventories,investments_in_other_ventures_under_equity_method,receivables_adjustments_allowances,loans_receivable,employee_benefits,current_provisions,interest_payable,other_payable,non_current_prepaid_assets,preferred_securities_outside_stock_equity,financial_assets,trading_securities,assets_held_for_sale_current,dueto_related_parties_current,duefrom_related_parties_current,non_current_accrued_expenses,long_term_provisions,line_of_credit,taxes_receivable,preferred_shares_number,preferred_stock_equity,held_to_maturity_securities,cash_cash_equivalents_and_federal_funds_sold,liabilities_heldfor_sale_non_current,current_deferred_assets,financial_assets_designatedas_fair_value_through_profitor_loss_total,restricted_cash,other_equity_interest,non_current_pension_and_other_postretirement_benefit_plans,dividends_payable,foreign_currency_translation_adjustments,minimum_pension_liabilities,unrealized_gain_loss,non_current_note_receivables,non_current_accounts_receivable,defined_pension_benefit
2022-12-31,2614000000.0,2614000000.0,,26591000000.0,104510000000.0,135636000000.0,32523000000.0,104510000000.0,16668000000.0,125713000000.0,135636000000.0,125713000000.0,125713000000.0,-3530000000.0,-3530000000.0,64799000000.0,0.0,0.0,60014000000.0,32988000000.0,1119000000.0,6645000000.0,,,,25224000000.0,15301000000.0,9923000000.0,27026000000.0,4906000000.0,,,1367000000.0,,4591000000.0,16162000000.0,8446000000.0,2339000000.0,,4990000000.0,185727000000.0,126178000000.0,6583000000.0,6201000000.0,,21203000000.0,897000000.0,20306000000.0,92191000000.0,-24975000000.0,117166000000.0,6522000000.0,55998000000.0,,27720000000.0,1874000000.0,0.0,59549000000.0,5345000000.0,,,,,,13466000000.0,13466000000.0,,,40738000000.0,26057000000.0,14681000000.0,8505000000.0,6176000000.0,META,,1367000000.0,,,,,,6201000000.0,6201000000.0,,,,,25052000000.0,,,64444000000.0,7716000000.0,,,,,,,,,,,,,,,1117000000.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,2741000000.0,2741000000.0,,13873000000.0,105048000000.0,124879000000.0,45531000000.0,105048000000.0,13873000000.0,124879000000.0,124879000000.0,124879000000.0,124879000000.0,-693000000.0,-693000000.0,69761000000.0,0.0,0.0,41108000000.0,19973000000.0,1289000000.0,5938000000.0,,,,12746000000.0,12746000000.0,,21135000000.0,5819000000.0,561000000.0,561000000.0,1127000000.0,,3152000000.0,11037000000.0,6391000000.0,1256000000.0,,4083000000.0,165987000000.0,99321000000.0,2751000000.0,6775000000.0,6775000000.0,19831000000.0,634000000.0,19197000000.0,69964000000.0,-20080000000.0,90044000000.0,5795000000.0,45343000000.0,25584000000.0,22531000000.0,1688000000.0,0.0,66666000000.0,4629000000.0,,,,,,14039000000.0,14039000000.0,,,47998000000.0,31397000000.0,16601000000.0,9293000000.0,7308000000.0,META,,1127000000.0,,,,,,6775000000.0,6775000000.0,,,,,14687000000.0,4629000000.0,,55811000000.0,4646000000.0,,,,,,,,,1052000000.0,,,,,,1052000000.0,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,2849000000.0,2849000000.0,,10654000000.0,108617000000.0,128290000000.0,60689000000.0,108617000000.0,10654000000.0,128290000000.0,128290000000.0,128290000000.0,128290000000.0,927000000.0,927000000.0,77345000000.0,0.0,0.0,31026000000.0,16045000000.0,1389000000.0,5025000000.0,,,,9631000000.0,9631000000.0,,14981000000.0,3469000000.0,382000000.0,382000000.0,1023000000.0,,2609000000.0,7498000000.0,4462000000.0,2038000000.0,,1331000000.0,159316000000.0,83646000000.0,2758000000.0,6234000000.0,6234000000.0,19673000000.0,623000000.0,19050000000.0,54981000000.0,-15418000000.0,70399000000.0,4321000000.0,36104000000.0,20544000000.0,17360000000.0,1326000000.0,0.0,75670000000.0,2381000000.0,,,,,,11335000000.0,11335000000.0,-114000000.0,11449000000.0,61954000000.0,44378000000.0,17576000000.0,11088000000.0,6488000000.0,META,,1023000000.0,,,,,,6234000000.0,6234000000.0,,,,,11288000000.0,2381000000.0,,50018000000.0,3036000000.0,,,,,,,,,1093000000.0,,,,,,1093000000.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,2876658594.0,4104933895.0,,436537000000.0,236093000000.0,737011000000.0,,263497000000.0,,300474000000.0,719703000000.0,327878000000.0,327878000000.0,-10443000000.0,-10443000000.0,332901000000.0,31509000000.0,4105000000.0,3547515000000.0,,,,,,,391825000000.0,,391825000000.0,,,,,44712000000.0,44712000000.0,,317954000000.0,317954000000.0,,,161960000000.0,3875393000000.0,,,973946000000.0,,64381000000.0,11747000000.0,52634000000.0,30157000000.0,,30157000000.0,,15295000000.0,,,,14862000000.0,,,,,,,,107363000000.0,107363000000.0,,,,192485000000.0,624151000000.0,,29066000000.0,JPM,1228275301.0,,44712000000.0,,,,,,,,,27404000000.0,,,,116217000000.0,90128000000.0,,,,,,,,,,155994000000.0,,,,411613000000.0,,,,,,,,391850000.0,27404000000.0,369848000000.0,900303000000.0,,,,,,,,,,,,,
2022-12-31,2934257801.0,4104933895.0,,339892000000.0,204069000000.0,604820000000.0,,231473000000.0,,264928000000.0,588197000000.0,292332000000.0,292332000000.0,-17341000000.0,-17341000000.0,296456000000.0,31509000000.0,4105000000.0,3373411000000.0,,,,,,,295865000000.0,,295865000000.0,,,,,44027000000.0,44027000000.0,,339982000000.0,339982000000.0,,,188692000000.0,3665743000000.0,,,982116000000.0,,60859000000.0,9197000000.0,51662000000.0,27734000000.0,,27734000000.0,,14248000000.0,,,,13486000000.0,,,,,,,,125189000000.0,125189000000.0,,,,196699000000.0,567234000000.0,,27697000000.0,JPM,1170676094.0,,44027000000.0,,,,,,,,,27404000000.0,,,,107336000000.0,89044000000.0,,,,,,,,,,151290000000.0,,,,360112000000.0,,,,,,,,391850000.0,27404000000.0,425305000000.0,882826000000.0,,,,,,,,,,,,,
2021-12-31,2944149145.0,4104933895.0,,354599000000.0,202598000000.0,613888000000.0,,237436000000.0,,259289000000.0,595132000000.0,294127000000.0,294127000000.0,-84000000.0,-84000000.0,272268000000.0,38943000000.0,4105000000.0,3449440000000.0,,,,,,,301005000000.0,,301005000000.0,,,,,53594000000.0,53594000000.0,,303071000000.0,303071000000.0,,,169172000000.0,3743567000000.0,,,984829000000.0,,56691000000.0,6376000000.0,50315000000.0,27070000000.0,,,,,,,,,,,,,,,,102570000000.0,102570000000.0,,,,290257000000.0,740834000000.0,,26438000000.0,JPM,1160784750.0,,53594000000.0,,,,,,,,,34838000000.0,,,,105415000000.0,88415000000.0,,,,,,,,,,133899000000.0,,,,330865000000.0,,,,,,,,391850000.0,34838000000.0,363707000000.0,1002532000000.0,,,,,,,,,,,,,
2020-12-31,3049434460.0,4104933895.0,,326893000000.0,195863000000.0,576184000000.0,,225926000000.0,,249291000000.0,561039000000.0,279354000000.0,279354000000.0,7986000000.0,7986000000.0,236990000000.0,34168000000.0,4105000000.0,3105403000000.0,,,,,,,281685000000.0,,281685000000.0,,,,,45208000000.0,45208000000.0,,294208000000.0,294208000000.0,,,140291000000.0,3384757000000.0,,,930253000000.0,,53428000000.0,4180000000.0,49248000000.0,27109000000.0,,,,,,,,,,,,,,,,90503000000.0,90503000000.0,,,,355951000000.0,527609000000.0,,24874000000.0,JPM,1055499435.0,,45208000000.0,12031000000.0,,,,,13827000000.0,79630000000.0,,30063000000.0,,,,88184000000.0,88394000000.0,,,,,,,,,,153917000000.0,,,,372481000000.0,,,,,,,,280850000.0,30063000000.0,201821000000.0,823893000000.0,,,,,,,,,,,,,
2023-11-30,455000000.0,601000000.0,,4080000000.0,2625000000.0,20152000000.0,2833000000.0,2625000000.0,446000000.0,16518000000.0,20152000000.0,16518000000.0,16518000000.0,-285000000.0,-285000000.0,33346000000.0,0.0,0.0,13261000000.0,5010000000.0,376000000.0,514000000.0,113000000.0,113000000.0,,4007000000.0,373000000.0,3634000000.0,8251000000.0,,5837000000.0,5837000000.0,73000000.0,,535000000.0,1695000000.0,521000000.0,207000000.0,85000000.0,314000000.0,29779000000.0,18695000000.0,1223000000.0,,,13893000000.0,1088000000.0,12805000000.0,2388000000.0,-1731000000.0,4119000000.0,275000000.0,358000000.0,1661000000.0,1660000000.0,163000000.0,0.0,11084000000.0,1018000000.0,,,,,,2224000000.0,2224000000.0,-16000000.0,2240000000.0,7842000000.0,701000000.0,7141000000.0,6523000000.0,618000000.0,ADBE,146000000.0,73000000.0,,,1191000000.0,1191000000.0,,,,,,0.0,,2000000.0,,28129000000.0,11586000000.0,1174000000.0,,,,,,,111000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30,462000000.0,601000000.0,,4633000000.0,-185000000.0,18180000000.0,868000000.0,-185000000.0,504000000.0,14051000000.0,17680000000.0,14051000000.0,14051000000.0,-293000000.0,-293000000.0,28319000000.0,0.0,0.0,13114000000.0,4986000000.0,293000000.0,530000000.0,117000000.0,117000000.0,,4046000000.0,417000000.0,3629000000.0,8128000000.0,,5297000000.0,5297000000.0,587000000.0,500000000.0,485000000.0,1653000000.0,571000000.0,192000000.0,75000000.0,379000000.0,27165000000.0,18169000000.0,841000000.0,,,14236000000.0,1449000000.0,12787000000.0,2315000000.0,-1569000000.0,3884000000.0,259000000.0,407000000.0,1497000000.0,902000000.0,144000000.0,0.0,8996000000.0,835000000.0,,,,,,2065000000.0,2065000000.0,-23000000.0,2088000000.0,6096000000.0,1860000000.0,4236000000.0,3579000000.0,657000000.0,ADBE,139000000.0,87000000.0,500000000.0,,777000000.0,777000000.0,,,,,,0.0,,675000000.0,,23843000000.0,9868000000.0,1082000000.0,,,,,,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,475000000.0,601000000.0,279000000.0,4673000000.0,309000000.0,18920000000.0,1737000000.0,309000000.0,550000000.0,14797000000.0,18920000000.0,14797000000.0,14797000000.0,-137000000.0,-137000000.0,23905000000.0,0.0,0.0,12444000000.0,5512000000.0,257000000.0,534000000.0,145000000.0,145000000.0,5000000.0,4576000000.0,453000000.0,4123000000.0,6932000000.0,,4733000000.0,4733000000.0,97000000.0,,490000000.0,1484000000.0,485000000.0,173000000.0,54000000.0,312000000.0,27241000000.0,18572000000.0,883000000.0,,,14488000000.0,1820000000.0,12668000000.0,2116000000.0,-1451000000.0,3567000000.0,268000000.0,443000000.0,1405000000.0,904000000.0,145000000.0,0.0,8669000000.0,993000000.0,,,,,,1878000000.0,1878000000.0,-16000000.0,1894000000.0,5798000000.0,1954000000.0,3844000000.0,3094000000.0,750000000.0,ADBE,126000000.0,97000000.0,,,1085000000.0,1085000000.0,,,,,,0.0,,402000000.0,993000000.0,17399000000.0,8428000000.0,999000000.0,,,,,,,128000000.0,34000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,479000000.0,601000000.0,,4708000000.0,1163000000.0,17381000000.0,2634000000.0,1163000000.0,591000000.0,13264000000.0,17381000000.0,13264000000.0,13264000000.0,-158000000.0,-158000000.0,19611000000.0,0.0,0.0,11020000000.0,5508000000.0,223000000.0,529000000.0,140000000.0,130000000.0,10000000.0,4616000000.0,499000000.0,4117000000.0,5512000000.0,4000000.0,3629000000.0,3629000000.0,92000000.0,,375000000.0,1289000000.0,498000000.0,158000000.0,63000000.0,306000000.0,24284000000.0,16138000000.0,663000000.0,,,12101000000.0,1359000000.0,10742000000.0,2004000000.0,-1458000000.0,3462000000.0,284000000.0,487000000.0,1446000000.0,901000000.0,145000000.0,0.0,8146000000.0,756000000.0,,,,,,1398000000.0,1398000000.0,-21000000.0,1419000000.0,5992000000.0,1514000000.0,4478000000.0,3629000000.0,849000000.0,ADBE,122000000.0,92000000.0,,,1370000000.0,1370000000.0,,,,,,0.0,,199000000.0,756000000.0,13546000000.0,7357000000.0,791000000.0,,,,,,,127000000.0,32000000.0,34000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-30,1113000000.0,1113000000.0,6785000000.0,14634000000.0,14231000000.0,40908000000.0,14727000000.0,14231000000.0,,26274000000.0,39544000000.0,26274000000.0,26274000000.0,587000000.0,587000000.0,25687000000.0,0.0,0.0,28880000000.0,18376000000.0,5018000000.0,,88000000.0,88000000.0,,13270000000.0,,13270000000.0,10504000000.0,3345000000.0,297000000.0,297000000.0,1364000000.0,1364000000.0,,5498000000.0,3664000000.0,1080000000.0,1080000000.0,2584000000.0,55154000000.0,29923000000.0,8053000000.0,,,12043000000.0,1244000000.0,10799000000.0,4665000000.0,-8876000000.0,13541000000.0,550000000.0,,10808000000.0,1888000000.0,169000000.0,0.0,25231000000.0,1579000000.0,,6423000000.0,2586000000.0,3497000000.0,340000000.0,3929000000.0,2347000000.0,,,13300000000.0,5451000000.0,7849000000.0,,,QCOM,,,1364000000.0,,5162000000.0,5162000000.0,,,,1582000000.0,,0.0,,126000000.0,,,,1834000000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2023-09-30,1114000000.0,1114000000.0,6948000000.0,15398000000.0,9531000000.0,36979000000.0,12836000000.0,9531000000.0,,21581000000.0,36065000000.0,21581000000.0,21581000000.0,358000000.0,358000000.0,20733000000.0,490000000.0,490000000.0,29459000000.0,19831000000.0,5210000000.0,1080000000.0,99000000.0,99000000.0,,14484000000.0,,14484000000.0,9628000000.0,3107000000.0,293000000.0,293000000.0,914000000.0,914000000.0,,5314000000.0,3629000000.0,1717000000.0,1717000000.0,1912000000.0,51040000000.0,28576000000.0,8174000000.0,,,12050000000.0,1408000000.0,10642000000.0,5042000000.0,-7668000000.0,12710000000.0,485000000.0,,9981000000.0,1849000000.0,169000000.0,0.0,22464000000.0,1194000000.0,,6422000000.0,2150000000.0,4096000000.0,176000000.0,3183000000.0,1923000000.0,,,11324000000.0,2874000000.0,8450000000.0,,,QCOM,,,914000000.0,0.0,3310000000.0,3310000000.0,,,,1260000000.0,,0.0,,226000000.0,,,,1685000000.0,,,,,,,,,,,,,,341000000.0,,,,,,,,,,,38000000.0,,,,,,,,,,,,
2022-09-30,1121000000.0,1121000000.0,12709000000.0,15482000000.0,5623000000.0,33495000000.0,8858000000.0,5623000000.0,,18013000000.0,31550000000.0,18013000000.0,18013000000.0,-22000000.0,-22000000.0,17840000000.0,195000000.0,195000000.0,31001000000.0,19135000000.0,3863000000.0,1472000000.0,144000000.0,144000000.0,,13537000000.0,,13537000000.0,11866000000.0,3636000000.0,369000000.0,369000000.0,1945000000.0,1945000000.0,,5916000000.0,4430000000.0,634000000.0,634000000.0,3796000000.0,49014000000.0,28290000000.0,8929000000.0,,,12390000000.0,1882000000.0,10508000000.0,5168000000.0,-6602000000.0,11770000000.0,369000000.0,,9134000000.0,1767000000.0,170000000.0,0.0,20724000000.0,1625000000.0,,6341000000.0,2791000000.0,3329000000.0,221000000.0,5643000000.0,4175000000.0,,,6382000000.0,3609000000.0,2773000000.0,,,QCOM,,,1446000000.0,499000000.0,1803000000.0,1803000000.0,,,,1468000000.0,,0.0,,330000000.0,,,,1486000000.0,,,,,,,,,,,,,,733000000.0,,,,,,,,,,,119000000.0,,,,,,,,,,,,
2021-09-30,1125000000.0,1125000000.0,8629000000.0,15745000000.0,1246000000.0,25695000000.0,8124000000.0,1246000000.0,,9950000000.0,23651000000.0,9950000000.0,9950000000.0,128000000.0,128000000.0,9822000000.0,0.0,0.0,31290000000.0,19339000000.0,3561000000.0,1713000000.0,364000000.0,364000000.0,,13701000000.0,,13701000000.0,11951000000.0,2630000000.0,612000000.0,612000000.0,2044000000.0,2044000000.0,,6665000000.0,3612000000.0,862000000.0,862000000.0,2750000000.0,41240000000.0,21165000000.0,6311000000.0,,,8704000000.0,1458000000.0,7246000000.0,4559000000.0,-5895000000.0,10454000000.0,374000000.0,,7997000000.0,1642000000.0,172000000.0,0.0,20075000000.0,854000000.0,,3228000000.0,1486000000.0,1475000000.0,267000000.0,3579000000.0,2214000000.0,,,12414000000.0,5298000000.0,7116000000.0,,,QCOM,,,1544000000.0,500000000.0,1591000000.0,1591000000.0,,,,1365000000.0,,,,269000000.0,,,,3053000000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,
2020-09-30,,,,,,,,,,,,,,,,,,,,,,1872000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QCOM,,,,500000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-31,971000000.0,1035000000.0,954000000.0,12588000000.0,5748000000.0,69072000000.0,2443000000.0,5748000000.0,3162000000.0,59646000000.0,68073000000.0,59646000000.0,59646000000.0,-225000000.0,-225000000.0,11721000000.0,1000000.0,1000000.0,40177000000.0,13546000000.0,2475000000.0,,,,,11071000000.0,2644000000.0,8427000000.0,26631000000.0,,19003000000.0,19003000000.0,1517000000.0,999000000.0,,6111000000.0,,,,,99823000000.0,70749000000.0,,4848000000.0,,53898000000.0,5278000000.0,48620000000.0,6055000000.0,-3152000000.0,9207000000.0,1604000000.0,2366000000.0,4454000000.0,490000000.0,293000000.0,0.0,29074000000.0,1561000000.0,,,,,,11414000000.0,11414000000.0,,,14194000000.0,5722000000.0,8472000000.0,,,CRM,64000000.0,518000000.0,999000000.0,,5948000000.0,3433000000.0,,4848000000.0,4767000000.0,,,0.0,,,,11692000000.0,59841000000.0,,,,,,,,,,,,,,,,,,,,,,,,81000000.0,,,1905000000.0,,,,,,,,,,,
2023-01-31,981000000.0,1009000000.0,3585000000.0,14088000000.0,2666000000.0,68960000000.0,504000000.0,2666000000.0,3487000000.0,58359000000.0,67778000000.0,58359000000.0,58359000000.0,-274000000.0,-274000000.0,7585000000.0,1000000.0,1000000.0,40490000000.0,14599000000.0,2283000000.0,,,,,12316000000.0,2897000000.0,9419000000.0,25891000000.0,,17376000000.0,17376000000.0,1772000000.0,1182000000.0,,6743000000.0,,,,,98849000000.0,72454000000.0,,4672000000.0,,55693000000.0,7125000000.0,48568000000.0,6592000000.0,-2702000000.0,9294000000.0,1807000000.0,2890000000.0,3815000000.0,489000000.0,293000000.0,0.0,26395000000.0,1356000000.0,,,,,,10755000000.0,10755000000.0,,,12508000000.0,5492000000.0,7016000000.0,,,CRM,28000000.0,590000000.0,1182000000.0,,5497000000.0,2800000000.0,,4672000000.0,4603000000.0,,,0.0,,,,4000000000.0,55047000000.0,,,,,,,,,,,,,,,,,,,,,,,,69000000.0,,,1776000000.0,,,,,,,,,,,
2022-01-31,989000000.0,989000000.0,5132000000.0,13985000000.0,1216000000.0,68727000000.0,1062000000.0,1216000000.0,3389000000.0,58131000000.0,68723000000.0,58131000000.0,58131000000.0,-166000000.0,-166000000.0,7377000000.0,1000000.0,1000000.0,37078000000.0,15290000000.0,1995000000.0,,,,,13295000000.0,2703000000.0,10592000000.0,21788000000.0,,15628000000.0,15628000000.0,690000000.0,4000000.0,,5470000000.0,,,,,95209000000.0,72359000000.0,,4784000000.0,,56915000000.0,8978000000.0,47937000000.0,5695000000.0,-2401000000.0,8096000000.0,1656000000.0,2880000000.0,2780000000.0,487000000.0,293000000.0,0.0,22850000000.0,1120000000.0,,,,,,9739000000.0,9739000000.0,,,10537000000.0,5073000000.0,5464000000.0,,,CRM,,686000000.0,4000000.0,,4965000000.0,2623000000.0,4784000000.0,4784000000.0,4696000000.0,,,0.0,,,1120000000.0,0.0,50919000000.0,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,,,1454000000.0,,,,,,,,,,,
2021-01-31,919000000.0,919000000.0,,6281000000.0,11061000000.0,44166000000.0,4161000000.0,11061000000.0,3608000000.0,41493000000.0,44166000000.0,41493000000.0,41493000000.0,-42000000.0,-42000000.0,5933000000.0,1000000.0,1000000.0,24808000000.0,7080000000.0,1565000000.0,,,,,5515000000.0,2842000000.0,2673000000.0,17728000000.0,,12607000000.0,12607000000.0,766000000.0,,,4355000000.0,4355000000.0,,,4355000000.0,66301000000.0,44412000000.0,,3909000000.0,,30432000000.0,4114000000.0,26318000000.0,5663000000.0,-1955000000.0,7618000000.0,1507000000.0,3204000000.0,2129000000.0,485000000.0,293000000.0,0.0,21889000000.0,991000000.0,,,,,,7786000000.0,7786000000.0,,,11966000000.0,5771000000.0,6195000000.0,,,CRM,,766000000.0,,,4408000000.0,2693000000.0,3909000000.0,3909000000.0,3858000000.0,,,0.0,,,991000000.0,,35601000000.0,,,,,,,,,,,,,,,,,,,,,,,,51000000.0,,,1146000000.0,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433000000.0,,,3433000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-23000000.0,6197000000.0,,,,,,CRM,,,,,,,1963000000.0,,,,,,,,916000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,148500074.0,172075373.0,,9702000000.0,5565000000.0,47265000000.0,17933000000.0,5565000000.0,1784000000.0,39347000000.0,47265000000.0,41240000000.0,39347000000.0,-840000000.0,-840000000.0,32343000000.0,2000000.0,2000000.0,81971000000.0,80731000000.0,65130000000.0,,3506000000.0,,3506000000.0,9702000000.0,1784000000.0,7918000000.0,1240000000.0,,,,,,,1240000000.0,,,,,123211000000.0,104038000000.0,59946000000.0,7777000000.0,2756000000.0,33782000000.0,18258000000.0,15524000000.0,2533000000.0,-1439000000.0,3972000000.0,1036000000.0,1421000000.0,1379000000.0,64000000.0,6000000.0,0.0,19173000000.0,,,,,,,3916000000.0,3916000000.0,,,10607000000.0,1871000000.0,8736000000.0,,,BLK,23575299.0,,,,,,844000000.0,4177000000.0,1975000000.0,,1893000000.0,,,66000000.0,,11991000000.0,19833000000.0,,,,,,205000000.0,2393000000.0,,,,,,,,,,,,,,,,,617000000.0,,,,1585000000.0,4650000000.0,,,,,,,,,
2022-12-31,149756492.0,172075373.0,,8489000000.0,4101000000.0,44398000000.0,16573000000.0,4101000000.0,1835000000.0,37744000000.0,44398000000.0,38785000000.0,37744000000.0,-1101000000.0,-1101000000.0,29876000000.0,2000000.0,2000000.0,78843000000.0,77549000000.0,63407000000.0,,3381000000.0,,3381000000.0,8489000000.0,1835000000.0,6654000000.0,1294000000.0,,,,,,,1294000000.0,,,,,117628000000.0,99761000000.0,57527000000.0,6044000000.0,1895000000.0,33643000000.0,18302000000.0,15341000000.0,2547000000.0,-1390000000.0,3937000000.0,613000000.0,1516000000.0,1321000000.0,64000000.0,6000000.0,0.0,17867000000.0,,,,,,,3264000000.0,3264000000.0,,,8747000000.0,1331000000.0,7416000000.0,,,BLK,22318881.0,,,,,,844000000.0,3305000000.0,1550000000.0,,1041000000.0,,,417000000.0,,10805000000.0,19772000000.0,,,,,,,2272000000.0,,,,,,,,,,,,,,,,,544000000.0,,,,1211000000.0,5856000000.0,,,,,,,,,
2021-12-31,151684491.0,172075373.0,,9318000000.0,3889000000.0,45139000000.0,18796000000.0,3889000000.0,1872000000.0,37693000000.0,45139000000.0,38893000000.0,37693000000.0,-550000000.0,-550000000.0,27688000000.0,2000000.0,2000000.0,113755000000.0,112358000000.0,97331000000.0,,2758000000.0,,2758000000.0,9318000000.0,1872000000.0,7446000000.0,1397000000.0,,,,,,,1397000000.0,,,,,152648000000.0,132455000000.0,89006000000.0,7262000000.0,,33804000000.0,18453000000.0,15351000000.0,2383000000.0,-1256000000.0,3639000000.0,614000000.0,1621000000.0,1175000000.0,64000000.0,6000000.0,0.0,20193000000.0,,,,,,,3789000000.0,3789000000.0,,,9323000000.0,,9323000000.0,,,BLK,20390882.0,,,,,,,,,,1200000000.0,,,159000000.0,,9087000000.0,19640000000.0,,,,,,,2951000000.0,,,,,,,,,,,,,,,,,,,,,,7081000000.0,,,,,,,,,
2020-12-31,152532885.0,172075373.0,,8019000000.0,2469000000.0,42547000000.0,27678000000.0,2469000000.0,755000000.0,35283000000.0,42547000000.0,37656000000.0,35283000000.0,-337000000.0,-337000000.0,24334000000.0,2000000.0,2000000.0,139326000000.0,138298000000.0,124107000000.0,,3673000000.0,,3673000000.0,8019000000.0,755000000.0,7264000000.0,1028000000.0,,,,,,,1028000000.0,,,,,176982000000.0,148276000000.0,107213000000.0,6919000000.0,,32814000000.0,18263000000.0,14551000000.0,1330000000.0,-1098000000.0,2428000000.0,593000000.0,649000000.0,1071000000.0,63000000.0,6000000.0,0.0,28706000000.0,,,,,,,3535000000.0,3535000000.0,,,8664000000.0,,8664000000.0,,,BLK,19542488.0,,,,,,,,,,2373000000.0,0.0,,46000000.0,,8009000000.0,19293000000.0,,,,,,,2499000000.0,,,,,2322000000.0,,,,,,,,,,,,,,,,,16507000000.0,,,,,,,,,
2023-12-31,899379000.0,949781000.0,22406700000.0,25225300000.0,-1074400000.0,35997200000.0,-1566200000.0,-1074400000.0,,10771900000.0,29092700000.0,10863700000.0,10771900000.0,-4327000000.0,-4327000000.0,10312300000.0,593600000.0,593600000.0,53142600000.0,25849400000.0,2240600000.0,3849200000.0,,,,18320800000.0,,18320800000.0,27293200000.0,3281300000.0,,,6904500000.0,6904500000.0,1650400000.0,15457000000.0,3768000000.0,,,2598800000.0,64006300000.0,38279300000.0,4989900000.0,3052200000.0,1570300000.0,11846300000.0,6906600000.0,4939700000.0,12913600000.0,-11099300000.0,24012900000.0,,10329000000.0,,8280000000.0,319800000.0,0.0,25727000000.0,149500000.0,,5772800000.0,791700000.0,3248600000.0,1630100000.0,11336200000.0,9090500000.0,-14800000.0,9105300000.0,2927700000.0,109100000.0,2818600000.0,1088400000.0,1730200000.0,LLY,50402000.0,,,,5477300000.0,5477300000.0,,1481900000.0,1267600000.0,2245700000.0,91800000.0,,,5084100000.0,5540800000.0,44200000.0,7250400000.0,11689000000.0,102400000.0,,,,,1438800000.0,,,,,,,,,,,,,,,,,214300000.0,,,,,,-3013200000.0,1438800000.0,1169200000.0,,,,,,
